order_id,transaction_created_date,user_id,net_amount,email,store_name,city,country
210650,2018-12-21,18012,31.65381887,8216630825@21cn.com,Salamanca,Madrid,Spain
208528,2018-12-17,18031,441.9989175,4289630230@21cn.com,Salamanca,Madrid,Spain
201017,2018-11-30,18031,399.3769061,4289630230@21cn.com,Salamanca,Madrid,Spain
209486,2018-12-19,18031,382.1549196,4289630230@21cn.com,Salamanca,Madrid,Spain
211325,2018-12-23,18031,296.2374112,4289630230@21cn.com,Salamanca,Madrid,Spain
203948,2018-12-07,18031,177.8963863,4289630230@21cn.com,Salamanca,Madrid,Spain
203530,2018-12-06,18031,394.4700831,4289630230@21cn.com,Salamanca,Madrid,Spain
198907,2018-11-26,18031,423.5261722,4289630230@21cn.com,Salamanca,Madrid,Spain
207796,2018-12-15,18031,298.0654433,4289630230@21cn.com,Salamanca,Madrid,Spain
202536,2018-12-04,18031,195.214585,4289630230@21cn.com,Salamanca,Madrid,Spain
206625,2018-12-12,18031,384.0791639,4289630230@21cn.com,Salamanca,Madrid,Spain
202226,2018-12-03,18031,545.6194735,4289630230@21cn.com,Salamanca,Madrid,Spain
200154,2018-11-29,18031,446.3284672,4289630230@21cn.com,Salamanca,Madrid,Spain
157046,2018-09-11,18060,162.2137952,4376913182@21cn.com,Salamanca,Madrid,Spain
160624,2018-09-17,18060,228.2153749,4376913182@21cn.com,Salamanca,Madrid,Spain
107383,2018-06-02,18061,196.8501927,6738851813@dupont.co.uk,Salamanca,Madrid,Spain
102787,2018-05-24,18061,174.5289587,6738851813@dupont.co.uk,Salamanca,Madrid,Spain
92204,2018-05-01,18073,96.78948869,4396779456@21cn.com,Salamanca,Madrid,Spain
102486,2018-05-23,18073,68.31067293,4396779456@21cn.com,Salamanca,Madrid,Spain
93264,2018-05-03,18077,204.7395944,6367457011@21cn.com,Salamanca,Madrid,Spain
180437,2018-10-23,18087,93.03721229,7663751654@21cn.com,Salamanca,Madrid,Spain
107206,2018-06-01,18087,68.88794623,7663751654@21cn.com,Salamanca,Madrid,Spain
118371,2018-06-23,18093,242.3585706,3287688997@walla.com,Salamanca,Madrid,Spain
130201,2018-07-15,18093,120.2652693,3287688997@walla.com,Salamanca,Madrid,Spain
126418,2018-07-08,18093,237.9328087,3287688997@walla.com,Salamanca,Madrid,Spain
137571,2018-07-29,18093,333.7601752,3287688997@walla.com,Salamanca,Madrid,Spain
114120,2018-06-15,18093,244.1866027,3287688997@walla.com,Salamanca,Madrid,Spain
117101,2018-06-20,18093,98.13645971,3287688997@walla.com,Salamanca,Madrid,Spain
121571,2018-06-29,18093,122.0933013,3287688997@walla.com,Salamanca,Madrid,Spain
135023,2018-07-24,18093,266.2192,3287688997@walla.com,Salamanca,Madrid,Spain
122564,2018-07-01,18093,208.9729318,3287688997@walla.com,Salamanca,Madrid,Spain
132346,2018-07-19,18093,255.3472197,3287688997@walla.com,Salamanca,Madrid,Spain
79311,2018-03-25,18123,99.67585515,2236638681@21cn.com,Salamanca,Madrid,Spain
85086,2018-04-09,18123,242.1661462,2236638681@21cn.com,Salamanca,Madrid,Spain
83172,2018-04-04,18123,195.214585,2236638681@21cn.com,Salamanca,Madrid,Spain
79538,2018-03-26,18123,108.2387423,2236638681@21cn.com,Salamanca,Madrid,Spain
110725,2018-06-08,18133,317.3078864,7748242843@trashmail.com,Salamanca,Madrid,Spain
130956,2018-07-16,18133,281.7093667,7748242843@trashmail.com,Salamanca,Madrid,Spain
98781,2018-05-16,18133,400.4352405,7748242843@trashmail.com,Salamanca,Madrid,Spain
103949,2018-05-26,18133,325.4859247,7748242843@trashmail.com,Salamanca,Madrid,Spain
100481,2018-05-19,18133,615.0846931,7748242843@trashmail.com,Salamanca,Madrid,Spain
129253,2018-07-13,18133,368.7814216,7748242843@trashmail.com,Salamanca,Madrid,Spain
95407,2018-05-09,18133,303.741964,7748242843@trashmail.com,Salamanca,Madrid,Spain
106704,2018-05-31,18133,528.397487,7748242843@trashmail.com,Salamanca,Madrid,Spain
77805,2018-03-20,18133,349.5389785,7748242843@trashmail.com,Salamanca,Madrid,Spain
133985,2018-07-22,18133,86.39856943,7748242843@trashmail.com,Salamanca,Madrid,Spain
89283,2018-04-21,18133,250.6328211,7748242843@trashmail.com,Salamanca,Madrid,Spain
123176,2018-07-02,18133,359.3526245,7748242843@trashmail.com,Salamanca,Madrid,Spain
84880,2018-04-09,18133,328.5647156,7748242843@trashmail.com,Salamanca,Madrid,Spain
76874,2018-03-18,18133,91.78645349,7748242843@trashmail.com,Salamanca,Madrid,Spain
122711,2018-07-01,18133,139.1228635,7748242843@trashmail.com,Salamanca,Madrid,Spain
105435,2018-05-29,18133,215.1305136,7748242843@trashmail.com,Salamanca,Madrid,Spain
120011,2018-06-26,18133,125.8455777,7748242843@trashmail.com,Salamanca,Madrid,Spain
72963,2018-03-05,18133,150.956966,7748242843@trashmail.com,Salamanca,Madrid,Spain
92039,2018-04-30,18133,332.4132042,7748242843@trashmail.com,Salamanca,Madrid,Spain
91166,2018-04-28,18133,131.2334618,7748242843@trashmail.com,Salamanca,Madrid,Spain
195970,2018-11-21,18146,154.9016668,6152617224@21cn.com,Salamanca,Madrid,Spain
123409,2018-07-02,18149,177.0304763,8789038118@walla.com,Salamanca,Madrid,Spain
133620,2018-07-21,18149,177.2229008,8789038118@walla.com,Salamanca,Madrid,Spain
131257,2018-07-17,18149,149.9948438,8789038118@walla.com,Salamanca,Madrid,Spain
102186,2018-05-23,18149,227.4456772,8789038118@walla.com,Salamanca,Madrid,Spain
124712,2018-07-05,18149,187.8062445,8789038118@walla.com,Salamanca,Madrid,Spain
114107,2018-06-15,18149,254.7699464,8789038118@walla.com,Salamanca,Madrid,Spain
106907,2018-06-01,18149,253.1343387,8789038118@walla.com,Salamanca,Madrid,Spain
136130,2018-07-26,18149,244.2828149,8789038118@walla.com,Salamanca,Madrid,Spain
139388,2018-08-02,18149,186.5554857,8789038118@walla.com,Salamanca,Madrid,Spain
86580,2018-04-14,18153,254.4813097,1141565547@21cn.com,Salamanca,Madrid,Spain
93006,2018-05-03,18153,354.5420137,1141565547@21cn.com,Salamanca,Madrid,Spain
106631,2018-05-31,18153,209.3577807,1141565547@21cn.com,Salamanca,Madrid,Spain
83678,2018-04-06,18153,345.4018533,1141565547@21cn.com,Salamanca,Madrid,Spain
87379,2018-04-16,18163,52.24323296,2947966005@21cn.com,Salamanca,Madrid,Spain
172401,2018-10-09,18163,29.92199899,2947966005@21cn.com,Salamanca,Madrid,Spain
82543,2018-04-02,18163,50.80004973,2947966005@21cn.com,Salamanca,Madrid,Spain
120084,2018-06-26,18163,74.56446694,2947966005@21cn.com,Salamanca,Madrid,Spain
72175,2018-03-03,18165,111.221321,2892183472@walla.com,Salamanca,Madrid,Spain
98758,2018-05-16,18176,380.134463,5666945329@21cn.com,Salamanca,Madrid,Spain
81602,2018-03-30,18197,215.1305136,7738073619@trashmail.com,Salamanca,Madrid,Spain
92005,2018-04-30,18197,192.6168552,7738073619@trashmail.com,Salamanca,Madrid,Spain
76317,2018-03-16,18197,194.8297362,7738073619@trashmail.com,Salamanca,Madrid,Spain
88905,2018-04-20,18197,291.6192249,7738073619@trashmail.com,Salamanca,Madrid,Spain
92850,2018-05-02,18199,88.80387481,4836062019@mailinator.com,Salamanca,Madrid,Spain
72016,2018-03-02,18199,54.26368949,4836062019@mailinator.com,Salamanca,Madrid,Spain
92382,2018-05-01,18199,97.84782306,4836062019@mailinator.com,Salamanca,Madrid,Spain
89623,2018-04-22,18199,39.25458388,4836062019@mailinator.com,Salamanca,Madrid,Spain
